OBJECTID_1,OBJECTID,LOCALIDAD,ORGANIZACI,TIPO_DE_OR,NOMBRE_ENT,ESTADO,DIRECCION,Nomenclatu,TELEFONO,CELULAR,BARRIO,EMAIL,ID_DISCIPL,DESCRIPCIO,UPlCodigo,UPlNombre,LocNombre,LocCodigo
"349","349",N.D.,Cultural,N.D.,ASOCIACION DE ARTES ESCENICAS KABALA TEATRO,A,"Calle 11 SUR No. 5-56

","CL 11 SUR   5-56

","4077937","3144260302",N.D.,kabalateatro@gmail.com,N.D.,N.D.,UPZ33,SOSIEGO,SAN CRISTOBAL,"04"
"350","350",N.D.,Deportiva,N.D.,ASOCIACION DEPORTIVA WIPER,N.D.,"Carrera 27 No. 53 - 61 Of. 301 Centro Comercial Ecocentro
","KR 27   53 - 61 Of. 301 Centro Comercial Ecocentro
","7575348",N.D.,N.D.,N.D.,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"351","351",N.D.,Cultural,N.D.,ASOCIACION FOLCLORICA CULTURAL LLANERO,A,"Calle 62 NO. 20 28






","CL 62   20 28






","2354907",N.D.,N.D.,centroculturallanero@hotmail.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"352","352",N.D.,Cultural,N.D.,ASOCIACION FOLKLORICA PALOS CUERDAS Y KOTIZAS,A,"Carrera. 4 NO. 6 -36 Sur Bloque 5 Apto. 202
","KR. 4   6 -36 Sur Bloque 5 Apto. 202
","2804812",N.D.,N.D.,"aspck@hotmail.com /pckcultura@yahoo.es
",N.D.,N.D.,UPZ33,SOSIEGO,SAN CRISTOBAL,"04"
"353","353",N.D.,Cultural,N.D.,ASOCIACION GRUPO TEATRO TIERRA ,A,"Calle 33 No 4 A – 12

","CL 33  4 A – 12

","2301750
2838958",N.D.,N.D.,teatrotierra@hotmail.com,N.D.,N.D.,UPZ92,LA MACARENA,SANTA FE,"03"
"354","354",N.D.,Cultural,N.D.,ASOCIACION IMAGENES TEATRO,A,"TV 27 NO. 53 C 68
","TV 27   53 C 68
",N.D.,"3102792809",N.D.,imagenesteatro1988@gmail.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"355","355",N.D.,Cultural,N.D.,ASOCIACION LOS DANZANTES INDUSTRIA CREATIVA Y CULTURAL,A,Calle 19A NO.96C 04,CL 19A  96C 04,"7517480",N.D.,N.D., info@losdanzantes.org,N.D.,N.D.,UPZ75,FONTIBON,FONTIBON,"09"
"356","356",N.D.,Cultural,N.D.,ASOCIACION MANUSDEA ANTROPOLOGIA ESCENICA,A,"Calle 73 No. 13 54 OFC 301
","CL 73   13 54 OFC 301
","8637439","3143025677",N.D.,manusdeagerencia@hotmail.com,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"357","357",N.D.,Cultural,N.D.,ASOCIACION MUSICA Y ARTE DE COLOMBIA MUSICAYARTE,A,"Calle 12 B NO. 9-13 OF. 211

","CL 12 B   9-13 OF. 211

","3521966",N.D.,N.D.,servicios@musicayarte.org,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"358","358",N.D.,Cultural,N.D.,ASOCIACION NACIONAL DE MUSICA SINFONICA,A,"Calle 10 No.5-22 

","CL 10  5-22 

","3344581",N.D.,N.D.,Deisy.burbano@sinfonica.com.co,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"359","359",N.D.,Cultural,N.D.,ASOCIACION PARA LA INVESTIGACION PRODUCCION PROMOCION Y PROYECCION DE LAS ARTES ESCENICAS UMBRAL TEATRO,A,Calle 21 No. 1 - 88 Apto 2302 Torre B,CL 21   1 - 88 Apto 2302 Torre B,"7027489","3203044479",N.D.,umbralteatro@gmail.com,N.D.,N.D.,UPZ92,LA MACARENA,SANTA FE,"03"
"360","360",N.D.,Deportiva,N.D.,ASOCIACIÓN PRO – OLÍMPICA DISTRITAL,N.D.,Calle 40 sur N° 73 C 28,CL 40 sur N 73 C 28,N.D.,N.D.,N.D.,n.d.,N.D.,N.D.,UPZ45,CARVAJAL,KENNEDY,"08"
"361","361",N.D.,Cultural,N.D.,ASOCIACION RED INTERNACIONAL PARA EL TRAFICO DE MUSICA ORIGINAL ENTIDAD SIN ANIMO DE LUCRO,A,"Calle 76 NO. 20 23 OF 202
","CL 76   20 23 OF 202
",N.D.,"3152937291",N.D.,aritmoesal@gmail.com,N.D.,N.D.,UPZ98,LOS ALCAZARES,BARRIOS UNIDOS,"12"
"362","362",N.D.,Deportiva,N.D.,ASOCIACIÓN SPECULUM ALAE,N.D.,Carrera 52 N° 74-22,KR 52 N 74-22,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ22,DOCE DE OCTUBRE,BARRIOS UNIDOS,"12"
"363","363",N.D.,Cultural,N.D.,ASOCIACION TALENTOS ESCUELA DE ARTE,A,"Calle 134 A 17 91

","CL 134 A 17 91

","2581317",N.D.,N.D.,BOGOTA@ARTETALENTOS.COM,N.D.,N.D.,UPZ13,LOS CEDROS,USAQUEN,"01"
"364","364",N.D.,Cultural,N.D.,ASOCIACION TALLER ARTICOLA,A,"	Calle 12 C No. 71B - 41 Torre 7 Apto 101
","	CL 12 C   71B - 41 Torre 7 Apto 101
",N.D.,"3044181493",N.D.,articola.taller@gmail.com,N.D.,N.D.,UPZ113,BAVARIA,KENNEDY,"08"
"365","365",N.D.,Cultural,N.D.,ASOCIACION TEATRO DANZA PIES DEL SOL,A,"Carrera 49 G NO. 68 D 43 SUR

","KR 49 G   68 D 43 SUR

","7317519",N.D.,N.D.,luisgerad@hotmail.com,N.D.,N.D.,UPZ70,JERUSALEM,CIUDAD BOLIVAR,"19"
"366","366",N.D.,Cultural,N.D.,CIRCULO COLOMBIANO DE MUSICA CONTEMPORANEA,A,"Calle 54 NO. 7 56 Apto 


","CL 54   7 56 Apto 


","2554445",N.D.,N.D.,juntadirectiva@ccmc.com.co,N.D.,N.D.,UPZ99,CHAPINERO,CHAPINERO,"02"
"367","367",N.D.,Deportiva,N.D.,CLUB DE BRIDGE ALMIRANTE COLON,N.D.,"Carrera 16 No 84 A 09 P2
","KR 16  84 A 09 P2
",N.D.,N.D.,N.D.,gerenciaclubdebridge@gmail.com,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"368","368",N.D.,Cultural,N.D.,CLUB DE TEATRO EXPERIMENTAL CAFÉ LA MAMA,A,"Calle 63 NO. 9 60 

","CL 63   9 60 

","2112709",N.D.,N.D.,Teatrolamama@yahoo.com,N.D.,N.D.,UPZ99,CHAPINERO,CHAPINERO,"02"
"369","369",N.D.,Deportiva,N.D.,CLUB DEPORTIVO Y SOCIAL SINGER,N.D.,Calle 13 No 68 B 76,CL 13  68 B 76,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ112,GRANJAS DE TECHO,FONTIBON,"09"
"370","370",N.D.,Cultural,N.D.,COMITE DE BOGOTÁ DE LA SOCIETA DANTE ALIGHIERI,A,"Carrera 21 N. 127-23
","KR 21 N. 127-23
","2586635
2584006",N.D.,N.D.,societadante@dantebogota.com,N.D.,N.D.,UPZ15,COUNTRY CLUB,USAQUEN,"01"
"371","371",N.D.,Cultural,N.D.,COPORACION CASA ACTORES,A,"Calle 46 No. 28 30 

","CL 46   28 30 

","4660572","3102493959",N.D.,casaactores@gmail.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"372","372",N.D.,Cultural,N.D.,CORPORACION  INNOVACION  TEATRO  Y MARIONETAS PODRA IDENTIFICARSE PARA FINES LEGALES Y PUBLICITARIOS CON SU SIGLA INTEYMA,A,"Diagonal 16 B NO. 106 40 IN 1 AP 301 

4185881

","DG 16 B   106 40 IN 1 AP 301 

4185881

","4185881",N.D.,N.D.,inteyma@hotmail.com,N.D.,N.D.,UPZ75,FONTIBON,FONTIBON,"09"
"373","373",N.D.,Cultural,N.D.,CORPORACIÓN ACADEMIA CHARLOT,A,"Calle 70 A NO. 9 51
","CL 70 A   9 51
","3459400",N.D.,N.D.,batier@hotmail.com,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"374","374",N.D.,Cultural,N.D.,CORPORACIÓN ARQUITECTURA EXPANDIDA,A,"Calle 30 A 4 73 AP 102
","CL 30 A 4 73 AP 102
","5404404",N.D.,N.D.,axp@arquitecturaexpandida.org,N.D.,N.D.,UPZ92,LA MACARENA,SANTA FE,"03"
"375","375",N.D.,Cultural,N.D.,CORPORACION ARTEFACTO,A,"Calle 34 No. 5 27 

","CL 34   5 27 

","3380976",N.D.,N.D.,claudia@artefactocorp.com,N.D.,N.D.,UPZ91,SAGRADO CORAZON,SANTA FE,"03"
"376","376",N.D.,Cultural,N.D.,CORPORACIÓN ARTÍSTICA TIERRADENTRO ARTES ESCÉNICAS Y AUDIOVISUALES,A,"Calle 82 A BIS NO. 90 28
","CL 82 A BIS   90 28
","4904159
8218998",N.D.,N.D.,tierradentroteatro@hotmail.com,N.D.,N.D.,UPZ29,MINUTO DE DIOS,ENGATIVA,"10"
"377","377",N.D.,Cultural,N.D.,CORPORACION ARTISTICA Y CULTURAL CARMIÑA GALLO,A,"Diagonal 48 NO. 19 53

","DG 48   19 53

","8052418
3000392",N.D.,N.D.,administrativo@caccarminagallo.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"378","378",N.D.,Cultural,N.D.,CORPORACION BALLET FOLCLORICO COLOMBIANO,A,"Calle 1 NO 27 A 64 

","CL 1  27 A 64 

","4082819",N.D.,N.D.,bafolcol@yahoo.com,N.D.,N.D.,UPZ37,SANTA ISABEL,LOS MARTIRES,"14"
"379","379",N.D.,Cultural,N.D.,CORPORACIÓN CASA DE LA CULTURA CIUDAD HUNZA,A,"Calle 128 B # 86 - 20
","CL 128 B   86 - 20
",N.D.,"3115293524",N.D.,casahunza@hotmail.com,N.D.,N.D.,UPZ28,EL RINCON,SUBA,"11"
"380","380",N.D.,Cultural,N.D.,CORPORACION CASA DE LA CULTURA DE FONTIBON CACIQUE HYNTIBA,A,"Calle 17A No 99-53

","CL 17A  99-53

","2985990","3168775474",N.D.,casaculturalfontibon@hotmail.com,N.D.,N.D.,UPZ75,FONTIBON,FONTIBON,"09"
"381","381",N.D.,Cultural,N.D.,CORPORACION CASA DE LA CULTURA DE TUNJUELITO,A,"Carrera 62 No 62 C 21 Sur

","KR 62  62 C 21 Sur

","7412896","3123476644",N.D.,corpocasaculturag@gmail.com,N.D.,N.D.,UPZ65,ARBORIZADORA,CIUDAD BOLIVAR,"19"
"382","382",N.D.,Cultural,N.D.,CORPORACION CASA DE LA CULTURA DE USAQUEN,A,"Av. 9 NO. 164 15

","AV 9   164 15

","6696845
6951798",N.D.,N.D.,casadelaculturausaquen@gmail.com,N.D.,N.D.,UPZ12,TOBERIN,USAQUEN,"01"
"383","383",N.D.,Cultural,N.D.,CORPORACION CASA DE LA CULTURA JUVENIL EL RINCON CASA DE LA CULTURA,A,Calle 128C #96-57,CL 128C  96-57,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ28,EL RINCON,SUBA,"11"
"384","384",N.D.,Cultural,N.D.,CORPORACION CASA DE LA HISTORIA,A,"Av. CR 28 N°. 34 - 50 

","AV CR 28 N. 34 - 50 

","3380039
2690343",N.D.,N.D.,casadelahistoria@gmail.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"385","385",N.D.,Cultural,N.D.,CORPORACION CASA DEL ARTE LA CULTURA Y EL PATRIMONIO DE PUENTE ARANDA,A,Av. 68 NO. 31 16 SUR,AV 68   31 16 SUR,"7100781
7276964",N.D.,N.D.,Casadelacultura16.comunicacion@gmail.com,N.D.,N.D.,UPZ41,MUZU,PUENTE ARANDA,"16"
"386","386",N.D.,Cultural,N.D.,CORPORACION CASA DESCENTRALIZADA DE LA CULTURA Y LAS ARTES DE SANTA FE,A,"Calle 24 NO. 4 A 16 


","CL 24   4 A 16 


","3362401",N.D.,N.D.,santafecasadelacultrua@gmail.com,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"387","387",N.D.,Cultural,N.D.,CORPORACION CASA ENSAMBLE,A,"Av. Carrera 24 N° 41-69 Barrio La Soledad -Parkway 
","AV KR 24 N 41-69 Barrio La Soledad -Parkway 
","7440422
3689268",N.D.,N.D.,www.casae.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"388","388",N.D.,Cultural,N.D.,CORPORACION CENTRO CULTURAL CASAS E HISTORIAS,A,"Calle 144 No. 13 - 58 CA 1 

","CL 144   13 - 58 CA 1 

","2582300","3138527043",N.D.,casasehistorias@gmail.com,N.D.,N.D.,UPZ13,LOS CEDROS,USAQUEN,"01"
"389","389",N.D.,Cultural,N.D.,CORPORACION CHAGUA TEATRO,A,"Carrera 105 A BIS 75 48

","KR 105 A BIS 75 48

",N.D.,"3118344586",N.D.,piafante@changuateatro.com,N.D.,N.D.,UPZ73,GARCES NAVAS,ENGATIVA,"10"
"390","390",N.D.,Cultural,N.D.,CORPORACION COLOMBIANA DE TEATRO,A,"Calle 12 No. 2 – 65

","CL 12   2 – 65

","3429621
2848687",N.D.,N.D.,cctcolombia@gmail.com,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"391","391",N.D.,Cultural,N.D.,CORPORACIÓN COMPAÑÍA NACIONAL DE LAS ARTES,A,"Calle 26 NO. 4 29 501
3134587661
","CL 26   4 29 501
3134587661
",N.D.,"3134587661",N.D.,compañianacionaldelasartes@gmail.com,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"392","392",N.D.,Cultural,N.D.,CORPORACION CONCUERPOS DANZA CONTEMPORANEA INTEGRADA EN COLOMBIA,A,"Calle 64 Nª 7 - 61 APTO 504 


","CL 64 Nª 7 - 61 APTO 504 


","4791189","3138669586",N.D.,danzaintegrada@gmail.com,N.D.,N.D.,UPZ99,CHAPINERO,CHAPINERO,"02"
"393","393",N.D.,Cultural,N.D.,CORPORACION CULTURAL ANTONIA,A,"Carrera 8D No. 106 - 18
","KR 8D   106 - 18
","2145685","3102128624",N.D., direccion@antoniacultural.org,N.D.,N.D.,UPZ14,USAQUEN,USAQUEN,"01"
"394","394",N.D.,Cultural,N.D.,CORPORACION CULTURAL ARLEQUIN CUYA SIGLA ES CORCULTURA,A,"Carrera 27 A NO. 41-34 APTO 301

","KR 27 A   41-34 APTO 301

","3681145",N.D.,N.D.,administracion@educacionentretenida.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"395","395",N.D.,Cultural,N.D.,CORPORACION CULTURAL CABILDO,A,Calle 68 No. 99 - 38,CL 68   99 - 38,"4783288",N.D.,N.D.,   cabildocorp@gmail.com,N.D.,N.D.,UPZ73,GARCES NAVAS,ENGATIVA,"10"
"396","396",N.D.,Cultural,N.D.,CORPORACION CULTURAL DE DANZA Y TEATRO SUEÑO MESTIZO ,A,"Carrera 5 Este No. 3 41 

","KR 5 Este   3 41 

","2890231",N.D.,N.D.,cocusuenomestizo@yahoo.es,N.D.,N.D.,UPZ96,LOURDES,SANTA FE,"03"
"397","397",N.D.,Cultural,N.D.,CORPORACION CULTURAL EL TERCER ACTO,A,"Calle 3 No. 1 A 72

","CL 3   1 A 72

","2096136",N.D.,N.D.,corporacionterceracto@hotmail.com,N.D.,N.D.,UPZ96,LOURDES,SANTA FE,"03"
"398","398",N.D.,Cultural,N.D.,CORPORACIÓN CULTURAL INTERCOLOMBIA,A,"Calle 81 # 10 - 32 Apto 201
","CL 81   10 - 32 Apto 201
","3937910
2189995",N.D.,N.D.,marianna@intercolombia.org,N.D.,N.D.,UPZ88,EL REFUGIO,CHAPINERO,"02"
"399","399",N.D.,Cultural,N.D.,CORPORACION CULTURAL KONTRAVIA,A,"Calle 49A SUR No. 5 B – 70

","CL 49A SUR   5 B – 70

","5695569",N.D.,N.D.,corporacionkontrabia@gmail.com,N.D.,N.D.,UPZ55,DIANA TURBAY,RAFAEL URIBE URIBE,"18"
"400","400",N.D.,Cultural,N.D.,CORPORACION CULTURAL LA GESTORIA,A,Treansversal 16 Bis No. 45 D 44,TV 16 Bis   45 D 44,N.D.,N.D.,N.D.,   gestoriacultural@gmail.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"401","401",N.D.,Cultural,N.D.,CORPORACION CULTURAL MATERILE,A,"Calle 19 NO. 7 48 OF 2101

","CL 19   7 48 OF 2101

","2816156",N.D.,N.D.,materiletiteres@gmail.com,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"402","402",N.D.,Cultural,N.D.,CORPORACION CULTURAL TEATRO DEL SUR,A,"Carrera 79 Bis No. 73 Sur No. 92 Torre 8 Apto 604 Alameda del Parque 12
","KR 79 Bis   73 Sur   92 Torre 8 Apto 604 Alameda del Parque 12
","7348032",N.D.,N.D.,todos@teatiodelsur.org,N.D.,N.D.,UPZ85,BOSA CENTRAL,BOSA,"07"
"403","403",N.D.,Cultural,N.D.,CORPORACION CULTURAL URBAN ART ,A,"Calle 9A NO 4 21E

","CL 9A  4 21E

","2861627",N.D.,N.D.,urbanartcolombia@gmail.com,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"404","404",N.D.,Cultural,N.D.,CORPORACION DC ARTE,A,Av. Jiménez 5-16 Of. 1003,AV Jiménez 5-16 Of. 1003,"2436827",N.D.,N.D.,dcartecorporacion@gmail.com,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"405","405",N.D.,Cultural,N.D.,CORPORACION DE LAS ARTES BATAKLAN,A,"Transversal 71D No. 4 50


","TV 71D   4 50


","2601131","3143629974",N.D.,BATAKLAN1@HOTMAIL.COM,N.D.,N.D.,UPZ44,AMERICAS,KENNEDY,"08"
"406","406",N.D.,Cultural,N.D.,CORPORACION DE TEATRO PRODUCCIONES EL MIMO,A,"Calle 67 A BIS No. 55 – 30

2314024 / 4009157

","CL 67 A BIS   55 – 30

2314024 / 4009157

","2314024
4009157",N.D.,N.D.,produmimo@yahoo.com,N.D.,N.D.,UPZ22,DOCE DE OCTUBRE,BARRIOS UNIDOS,"12"
"407","407",N.D.,Cultural,N.D.,CORPORACION DE TEATRO Y CULTURA ACTO LATINO,A,"Carrera 16 No. 58A-55

","KR 16   58A-55

","3450514
5455654",N.D.,N.D.,teatroactolatino@gmail.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"408","408",N.D.,Cultural,N.D.,CORPORACION DE TEATRO Y CULTURA ACTO LATINO,A,"Carrera 16 No. 58A-55

","KR 16   58A-55

","3450514","5455654",N.D.,teatroactolatino@gmail.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"409","409",N.D.,Deportiva,N.D.,CORPORACIÓN DISTRITAL DE LIGAS DEPORTIVAS FEDILIGAS,N.D.,Calle 70 NO. 23 42,CL 70   23 42,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ98,LOS ALCAZARES,BARRIOS UNIDOS,"12"
"410","410",N.D.,Cultural,N.D.,CORPORACION ESCUELA DE FORMACION ARTISTICA Y CULTURAL REDANZA,A,"Transversal 126A BIS 132B-65

","TV 126A BIS 132B-65

","6897321",N.D.,N.D.,"
redanzahiphop@yahoo.com",N.D.,N.D.,UPZ71,TIBABUYES,SUBA,"11"
"411","411",N.D.,Cultural,N.D.,CORPORACIÓN ESCUELA ITINERANTE TEATRO EMPLUMADO,A,Carrera 5 A Este No. 47 - 45 Sur,KR 5 A Este   47 - 45 Sur,"3658192","3122677071",N.D.,amarillo2027@gmail.com,N.D.,N.D.,UPZ51,LOS LIBERTADORES,SAN CRISTOBAL,"04"
"412","412",N.D.,Cultural,N.D.,CORPORACION FESTIVAL DE CINE E INFANCIA Y ADOLESCENCIA,A,"Calle 23 5- 85
","CL 23 5- 85
","28205164",N.D.,N.D.,festicineindancia@hotmail.com,N.D.,N.D.,UPZ93,LAS NIEVES,SANTA FE,"03"
"413","413",N.D.,Cultural,N.D.,CORPORACION FESTIVAL IBEROAMERICANO DE TEATRO DE BOGOTA,A,"Calle 71 N° 10 11 Of. 202

","CL 71 N 10 11 Of. 202

","2174577",N.D.,N.D.,administrativo@festivaldeteatro.com.co,N.D.,N.D.,UPZ97,CHICO LAGO,CHAPINERO,"02"
"414","414",N.D.,Cultural,N.D.,CORPORACIÓN IN VITRO,A,"Calle 35 No. 5 - 89
","CL 35   5 - 89
","2321857
3001848",N.D.,N.D.,bogoshorts@ibv.co,N.D.,N.D.,UPZ91,SAGRADO CORAZON,SANTA FE,"03"
"415","415",N.D.,Cultural,N.D.,CORPORACIÓN INSTITUTO DE CULTURA BRASIL - COLOMBIA,A,"Calle 104 No. 15-31
","CL 104   15-31
","7430684",N.D.,N.D.,e-mail:informacion@ibraco.org.co,N.D.,N.D.,UPZ16,SANTA BARBARA,USAQUEN,"01"
"416","416",N.D.,Cultural,N.D.,CORPORACIÓN INTERNACIONAL DE CINE,A,"Calle 60 N 9-83 OFC 221
","CL 60 N 9-83 OFC 221
","5456987
",N.D.,N.D.,DIRECCION@BOGOCINE.COM,N.D.,N.D.,UPZ99,CHAPINERO,CHAPINERO,"02"
"417","417",N.D.,Cultural,N.D.,CORPORACION LA SEPTIMA K,A,"Calle 59 NO. 7 55 AP 403 

","CL 59   7 55 AP 403 

","4591147","3184505528",N.D.,marisalkm@gmail.com,N.D.,N.D.,UPZ99,CHAPINERO,CHAPINERO,"02"
"418","418",N.D.,Cultural,N.D.,CORPORACION LABORATORIO CULTURAL,A,"Calle 127 B BIS NUM 52 A 68 APTO 511

","CL 127 B BIS NUM 52 A 68 APTO 511

","6435020",N.D.,N.D.,corporacion@laboratoriocultural@.org,N.D.,N.D.,UPZ14,USAQUEN,USAQUEN,"01"
"419","419",N.D.,Cultural,N.D.,CORPORACION LABORATORIO ESCENICO NACIONAL LAESCENA,A,"Av. JIiménez N° 5-16 OF 1101
","AV Jiménez N 5-16 OF 1101
","2656863
2327092",N.D.,N.D.,N.D.,N.D.,N.D.,UPZ94,LA CANDELARIA,CANDELARIA,"17"
"420","420",N.D.,Cultural,N.D.,CORPORACION LLANO Y JOROPO HILDO ARIEL AGUIRRE DAZA,A,"Carrera 12 No. 28 A 10 Sur
","KR 12   28 A 10 Sur
","6943266
3662713",N.D.,N.D.,hildoarielarpista@hotmail.com,N.D.,N.D.,UPZ36,SAN JOSE,RAFAEL URIBE URIBE,"18"
"421","421",N.D.,Cultural,N.D.,CORPORACION LOS FONANBULOS CENTRO DE EXPERIMENTACIÓN ARTÍSTICA,A,"Calle 26 A NO 4 A 17  



","CL 26 A  4 A 17  



","5610074",N.D.,N.D.,Contabilidad@losfunambulos.net,N.D.,N.D.,UPZ92,LA MACARENA,SANTA FE,"03"
"422","422",N.D.,Cultural,N.D.,CORPORACION MANDIYACO,A,"Calle 42 NO. 27 - 40 Apto 503

","CL 42   27 - 40 Apto 503

","5744890","3102052683",N.D.,matriaselva@hotmail.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"423","423",N.D.,Cultural,N.D.,CORPORACIÓN MOVIMIENTO ROCK POR LOS DERECHOS HUMANOS DE CIUDAD BOLIVAR,A,"Calle 68 G Sur NO. 43 C 05 Sur
","CL 68 G Sur   43 C 05 Sur
",N.D.,"3133726462",N.D.,investrab@gmail.com,N.D.,N.D.,UPZ70,JERUSALEM,CIUDAD BOLIVAR,"19"
"424","424",N.D.,Cultural,N.D.,CORPORACION MUNDO MAGICO DEL ARTE,A,"Calle 36 No. 78 N 22 Sur

","CL 36   78 N 22 Sur

","7128198",N.D.,N.D.,corp.mma@hotmail.com,N.D.,N.D.,UPZ114,MODELIA,FONTIBON,"09"
"425","425",N.D.,Cultural,N.D.,CORPORACION MUSICARTE,A,"Calle 115 NO. 47 A 54 AP 305

","CL 115   47 A 54 AP 305

","2632176",N.D.,N.D.,OLGACE18@YAHOO.ES,N.D.,N.D.,UPZ20,LA ALHAMBRA,SUBA,"11"
"426","426",N.D.,Cultural,N.D.,CORPORACION OJODEAGUA,A,"Carrera 25 NO. 45 C 40 


","KR 25   45 C 40 


","2324395",N.D.,N.D.,revistaojodeagua@yahoo.com,N.D.,N.D.,UPZ100,GALERIAS,TEUSAQUILLO,"13"
"427","427",N.D.,Cultural,N.D.,CORPORACION PARA EL DESARROLLO DEL ARTE LA CULTURA Y LA RECREACION POPULAR,A,"Calle 113 A Sur No. 1 04

","CL 113 A Sur   1 04

","7646264",N.D.,N.D.,N.D.,N.D.,N.D.,UPZ58,COMUNEROS,USME,"05"
"428","428",N.D.,Cultural,N.D.,CORPORACION PARA EL FOMENTO DE LA MUSICA CORAL,A,"Calle 128 B NO. 57 18 AP 205 

","CL 128 B   57 18 AP 205 

",N.D.,"3102502388",N.D.,corfocoral@gmail.com,N.D.,N.D.,UPZ24,NIZA,SUBA,"11"
"429","429",N.D.,Cultural,N.D.,Corporación para la Expresión Artística - Misi,A,"Calle 103 B NO. 51 11 

","CL 103 B   51 11 

","6160388",N.D.,N.D.,misimurillo@gmail.com,N.D.,N.D.,UPZ20,LA ALHAMBRA,SUBA,"11"
"430","430",N.D.,Cultural,N.D.,CORPORACION PARA LA PROMOCION DE LAS ARTES Y LAS LETRAS ULRIKA(CORPOULRIKA),A,"Calle 41 No 24 - 28 Apto 101 


","CL 41  24 - 28 Apto 101 


","6044000",N.D.,N.D.,confinancol@hotmail.com,N.D.,N.D.,UPZ101,TEUSAQUILLO,TEUSAQUILLO,"13"
"431","431",N.D.,Cultural,N.D.,CORPORACION PRODUCCIONES LA VENTANA,A,"Calle 63D NO. 22-15 


","CL 63D   22-15 


","2480840",N.D.,N.D.,info@laventanaproducciones.com,N.D.,N.D.,UPZ98,LOS ALCAZARES,BARRIOS UNIDOS,"12"
"432","432",N.D.,Cultural,N.D.,CORPORACION PROMOTORA NACIONAL DE ARTES PRONARTES,A,"Calle 59 No. 35 A 66

","CL 59   35 A 66

",N.D.,N.D.,N.D.,pronartes@gmail.com,N.D.,N.D.,UPZ106,LA ESMERALDA,TEUSAQUILLO,"13"
"433","433",N.D.,Cultural,N.D.,CORPORACIÓN PROYECTO PATRIMONIO,A,"Carrera  4 No 27 - 84 Apto 101
","KR  4  27 - 84 Apto 101
",N.D.,"3157350724",N.D.,cproyectopatrimonio@gmail.com,N.D.,N.D.,UPZ92,LA MACARENA,SANTA FE,"03"
"434","434",N.D.,Deportiva,N.D.,CORPORACIÓN REAL ACADEMIA,N.D.,Calle 45 B Bis 1 a 20,CL 45 B Bis 1 a 20,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,UPZ90,PARDO RUBIO,CHAPINERO,"02"
"435","435",N.D.,Cultural,N.D.,CORPORACION SONIDO ARTE Y CIENCIA,A,"Av. Calle  32 No. 13 83 Torre 5 1202 Bavaro Parque Central Bavaria
","AV CL  32   13 83 Torre 5 1202 Bavaro Parque Central Bavaria
",N.D.,"3163224132",N.D.,eventos@corsac.edu.co,N.D.,N.D.,UPZ91,SAGRADO CORAZON,SANTA FE,"03"
"436","436",N.D.,Cultural,N.D.,CORPORACION SUEÑOS FILMS COLOMBIA,A,"Calle 62 D Sur # 68 C -30 Casa 29 

","CL 62 D Sur   68 C -30 Casa 29 

","2301372",N.D.,N.D.,filmscolombia@gmail.com,N.D.,N.D.,UPZ65,ARBORIZADORA,CIUDAD BOLIVAR,"19"
